free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,W_ID
20.0,27.0,0.99546,3.15,0.69,11.2,6,963
18.0,38.0,0.99518,3.16,0.85,11.1,6,964
24.0,48.0,0.99554,3.34,0.86,11.0,6,965
6.0,10.0,0.99604,3.13,0.58,11.9,7,966
23.0,113.0,0.99733,3.13,0.48,9.2,5,967
29.0,46.0,0.9943,3.2,0.6,12.2,6,968
7.0,22.0,0.99669,3.46,0.61,10.2,5,969
6.0,10.0,0.99724,3.33,0.87,10.9,6,970
6.0,10.0,0.99724,3.33,0.87,10.9,6,971
6.0,13.0,0.99643,3.22,0.65,11.6,7,972
6.0,12.0,0.99605,3.52,0.63,10.7,5,973
7.0,13.0,0.99658,3.3,0.62,12.1,7,974
35.0,72.0,0.997,3.44,0.52,9.4,5,975
35.0,72.0,0.997,3.44,0.52,9.4,5,976
31.0,119.0,0.99801,3.15,0.5,9.1,5,977
9.0,29.0,0.99416,3.28,0.49,11.3,7,978
3.0,6.0,0.9969,3.13,0.63,10.4,5,979
8.0,17.0,0.99774,3.32,0.71,10.5,6,980
13.0,28.0,0.99712,3.25,0.62,10.0,5,981
51.0,70.0,0.99418,3.34,0.82,12.9,6,982
8.0,17.0,0.99774,3.32,0.71,10.5,6,983
3.0,6.0,0.9969,3.13,0.63,10.4,5,984
7.0,11.0,0.99562,3.45,0.58,11.3,6,985
3.0,7.0,0.9947,3.19,0.55,11.4,7,986
35.0,70.0,0.99693,3.44,0.5,9.4,5,987
19.0,27.0,0.99596,3.16,0.49,9.4,5,988
14.0,21.0,0.99556,3.14,0.51,10.9,6,989
19.0,27.0,0.99596,3.16,0.49,9.4,5,990
31.0,68.0,0.99694,3.45,0.48,9.4,5,991
30.0,47.0,0.99554,3.36,0.48,9.4,6,992
31.0,68.0,0.99694,3.45,0.48,9.4,5,993
20.0,88.0,0.99918,3.15,0.43,9.4,5,994
19.0,41.0,0.99697,3.39,0.62,10.1,6,995
3.0,11.0,0.99378,3.71,0.63,12.8,7,996
3.0,11.0,0.99378,3.71,0.63,12.8,7,997
4.0,10.0,0.99554,3.12,0.48,9.1,6,998
7.0,12.0,0.99162,3.47,0.53,12.9,6,999
6.0,12.0,0.99495,3.44,0.72,11.5,7,1000
31.0,47.0,0.99676,3.26,0.82,10.6,7,1001
13.0,27.0,0.99516,3.26,0.84,11.7,7,1002
4.0,8.0,0.9928,3.36,0.55,12.8,7,1003
27.0,45.0,0.99603,3.25,0.54,10.3,5,1004
4.0,8.0,0.9928,3.36,0.55,12.8,7,1005
13.0,27.0,0.99516,3.26,0.84,11.7,7,1006
12.0,25.0,0.99516,3.26,0.84,11.7,7,1007
12.0,24.0,0.99549,3.23,0.7,12.0,7,1008
26.0,55.0,0.99722,3.18,0.68,10.9,5,1009
7.0,12.0,0.99354,3.25,0.55,12.3,7,1010
12.0,19.0,0.9957,3.17,0.55,10.4,6,1011
11.0,32.0,0.99604,3.23,0.48,10.0,5,1012
22.0,31.0,0.99635,3.38,0.58,10.0,6,1013
3.0,7.0,0.99454,3.22,0.58,11.2,6,1014
14.0,27.0,0.99598,3.06,0.84,11.4,6,1015
12.0,28.0,0.99486,3.27,0.75,12.6,7,1016
36.0,109.0,0.99007,2.89,0.44,12.7,6,1017
36.0,109.0,0.99007,2.89,0.44,12.7,6,1018
10.0,23.0,0.99636,3.53,0.61,10.4,5,1019
3.0,8.0,0.99642,3.2,0.53,11.9,6,1020
3.0,8.0,0.99642,3.2,0.53,11.9,6,1021
4.0,9.0,0.99584,3.35,0.54,10.5,5,1022
3.0,9.0,0.99506,3.27,0.55,12.3,6,1023
12.0,18.0,0.99568,3.32,0.56,10.5,7,1024
17.0,43.0,0.99822,3.33,0.6,10.4,6,1025
14.0,36.0,0.99364,3.41,0.56,12.6,6,1026
28.0,52.0,0.99378,3.49,0.52,11.6,5,1027
41.0,68.0,0.99586,3.37,0.54,10.1,6,1028
12.0,18.0,0.99568,3.32,0.56,10.5,7,1029
9.0,14.0,0.99488,3.42,0.55,11.5,7,1030
9.0,15.0,0.99514,3.35,0.58,11.0,7,1031
5.0,14.0,0.99854,3.36,0.53,9.6,5,1032
14.0,27.0,0.99592,3.3,0.59,10.4,6,1033
15.0,48.0,0.99739,3.2,0.47,9.7,6,1034
5.0,17.0,0.99683,3.17,0.65,10.6,7,1035
26.0,35.0,0.99356,3.22,0.59,12.5,7,1036
20.0,56.0,0.99672,3.35,0.56,9.2,5,1037
25.0,42.0,0.9953,3.24,0.77,12.6,7,1038
21.0,39.0,0.99692,3.33,0.83,11.1,6,1039
16.0,32.0,0.99756,3.58,0.67,10.2,5,1040
13.0,26.0,0.99547,3.38,0.64,9.8,6,1041
21.0,39.0,0.99692,3.33,0.83,11.1,6,1042
18.0,39.0,0.99859,3.29,0.81,10.9,7,1043
12.0,53.0,0.99294,3.36,0.62,12.2,6,1044
32.0,38.0,0.99438,3.32,0.58,11.4,6,1045
33.0,45.0,0.99612,3.31,0.62,10.7,6,1046
27.0,51.0,0.99634,3.49,0.64,10.4,5,1047
3.0,14.0,0.99702,3.27,0.78,10.9,6,1048
6.0,17.0,0.99704,3.27,0.77,10.8,6,1049
27.0,51.0,0.99634,3.49,0.64,10.4,5,1050
16.0,45.0,0.99702,3.03,1.34,9.2,5,1051
19.0,25.0,0.99258,3.56,0.55,12.9,5,1052
9.0,20.0,0.99426,3.38,0.77,12.7,7,1053
5.0,77.0,0.99747,3.13,0.62,9.1,6,1054
5.0,77.0,0.99747,3.13,0.62,9.1,6,1055
3.0,10.0,0.99586,3.21,0.59,12.1,7,1056
28.0,90.0,0.99784,3.15,0.57,9.1,5,1057
30.0,52.0,0.9971,3.19,0.76,11.6,7,1058
3.0,10.0,0.99586,3.21,0.59,12.1,7,1059
3.0,8.0,0.9981,3.14,0.7,9.9,6,1060
7.0,16.0,0.99462,3.21,0.69,12.5,8,1061
6.0,15.0,0.9956,3.3,0.64,11.4,6,1062
6.0,17.0,0.99565,3.22,0.63,11.8,6,1063
5.0,10.0,0.99418,3.28,0.57,11.8,6,1064
6.0,20.0,0.9963,3.29,0.6,10.2,6,1065
13.0,26.0,0.99358,3.4,0.72,12.5,7,1066
3.0,10.0,0.99572,3.02,0.83,10.9,7,1067
3.0,10.0,0.99572,3.02,0.83,10.9,7,1068
28.0,52.0,0.997,3.31,0.62,10.8,5,1069
19.0,37.0,0.99498,3.18,0.89,11.1,7,1070
30.0,92.0,0.99892,3.2,0.58,9.2,5,1071
33.0,75.0,0.9968,3.4,0.58,9.5,6,1072
16.0,37.0,0.9972,3.31,0.58,10.7,6,1073
30.0,92.0,0.99892,3.2,0.58,9.2,5,1074
45.0,67.0,0.99769,3.44,0.86,10.2,7,1075
3.0,8.0,0.99534,3.15,0.73,11.4,6,1076
3.0,8.0,0.99817,3.27,0.58,11.0,5,1077
3.0,8.0,0.99817,3.27,0.58,11.0,5,1078
37.5,278.0,0.99316,3.01,0.51,12.3,7,1079
3.0,8.0,0.99471,3.16,0.51,11.8,6,1080
37.5,289.0,0.99316,3.01,0.51,12.3,7,1081
31.0,70.0,0.99685,3.42,0.59,9.5,6,1082
32.0,59.0,0.99617,3.33,0.77,12.0,6,1083
31.0,70.0,0.99685,3.42,0.59,9.5,6,1084
40.0,64.0,0.99529,3.12,0.49,9.6,5,1085
3.0,9.0,0.99738,3.38,0.66,11.6,7,1086
18.0,30.0,0.994,3.29,0.69,11.2,6,1087
22.0,41.0,0.99735,3.02,0.76,9.9,7,1088
22.0,41.0,0.99735,3.02,0.76,9.9,7,1089
42.0,74.0,0.99451,2.98,0.63,11.8,8,1090
8.0,19.0,0.99546,3.35,0.6,11.4,6,1091
10.0,16.0,0.99479,3.43,0.59,11.5,6,1092
11.0,31.0,0.99615,3.33,0.86,12.0,7,1093
9.0,17.0,0.99655,3.35,0.49,10.8,6,1094
6.0,20.0,0.99772,3.15,0.5,10.5,5,1095
9.0,17.0,0.99655,3.35,0.49,10.8,6,1096
5.0,18.0,0.99666,3.2,0.52,9.4,5,1097
5.0,16.0,0.99358,3.15,0.81,12.5,7,1098
5.0,18.0,0.99666,3.2,0.52,9.4,5,1099
23.0,36.0,0.99392,3.11,0.78,12.4,6,1100
14.0,25.0,0.99388,3.35,0.63,12.0,6,1101
18.0,30.0,0.99402,3.45,0.54,11.2,6,1102
14.0,25.0,0.99388,3.35,0.63,12.0,6,1103
16.0,25.0,0.9936,3.28,0.66,12.4,6,1104
13.0,49.0,0.99374,3.41,0.6,12.8,5,1105
9.0,17.0,0.99376,3.21,0.54,12.3,6,1106
10.0,24.0,0.99523,3.27,0.85,11.7,7,1107
4.0,13.0,0.99855,3.36,0.49,9.5,5,1108
27.0,66.0,0.9982,3.17,0.76,10.8,6,1109
6.0,14.0,0.99593,3.25,0.64,10.0,6,1110
23.0,55.0,0.99471,3.78,0.64,12.3,7,1111
6.0,35.0,0.99396,3.29,0.71,11.0,6,1112
3.0,10.0,0.99698,3.12,0.59,9.5,6,1113
29.0,80.0,0.9902,3.49,0.66,13.6,6,1114
15.0,21.0,0.99572,3.38,0.6,11.3,6,1115
15.0,21.0,0.99572,3.38,0.6,11.3,6,1116
15.0,21.0,0.99572,3.38,0.6,11.3,6,1117
14.0,24.0,0.99252,3.3,0.53,13.3,6,1118
7.0,15.0,0.99256,3.52,0.58,12.9,5,1119
8.0,17.0,0.99235,3.2,0.72,13.1,8,1120
21.0,28.0,0.99352,3.44,0.55,12.3,6,1121
27.0,33.0,0.9922,3.45,0.48,12.3,6,1122
17.0,29.0,0.99674,3.12,0.65,11.2,6,1123
3.0,13.0,0.99557,3.62,0.62,11.5,4,1124
13.0,27.0,0.99394,3.14,0.59,11.3,7,1125
3.0,11.0,0.9915,3.39,0.54,13.5,6,1126
26.0,52.0,0.99379,3.51,0.6,11.5,6,1127
28.0,89.0,0.9984,3.22,0.68,10.0,5,1128
24.0,70.0,0.99798,3.21,0.69,10.5,6,1129
5.0,10.0,0.9977,3.18,0.63,10.4,6,1130
57.0,135.0,0.99341,3.32,0.44,9.5,5,1131
18.0,38.0,0.9933,3.38,0.88,13.6,7,1132
10.0,18.0,0.99684,3.37,0.68,11.2,7,1133
6.0,15.0,0.99524,3.3,0.74,11.8,7,1134
22.0,50.0,0.9946,3.38,0.6,11.9,6,1135
6.0,13.0,0.99774,3.22,0.76,11.4,6,1136
6.0,13.0,0.99774,3.22,0.76,11.4,6,1137
29.0,94.0,0.99786,3.14,0.58,9.1,5,1138
16.0,86.0,0.99764,3.34,0.64,9.5,6,1139
33.0,79.0,0.9969,3.41,0.65,9.5,6,1140
24.0,71.0,0.99624,3.27,0.85,11.0,6,1141
6.0,12.0,0.99354,3.3,0.65,11.4,6,1142
16.0,20.0,0.99672,3.61,0.82,10.0,6,1143
35.0,70.0,0.99588,3.43,0.62,10.1,5,1144
31.0,51.0,0.99672,3.53,0.81,10.4,6,1145
6.0,21.0,0.996,3.28,0.87,9.8,6,1146
6.0,14.0,0.99702,3.21,0.49,11.8,7,1147
9.0,21.0,0.99526,3.39,0.66,11.6,6,1148
6.0,11.0,0.99585,3.23,0.52,12.0,6,1149
4.0,12.0,0.99473,3.3,0.76,12.8,7,1150
16.0,70.0,0.99352,3.46,0.65,12.5,6,1151
9.0,38.0,0.99616,3.15,0.53,9.8,5,1152
17.0,38.0,0.99622,3.23,0.66,11.1,6,1153
50.0,63.0,0.99544,3.59,0.68,11.4,6,1154
9.0,38.0,0.99616,3.15,0.53,9.8,5,1155
45.0,88.0,0.99524,3.33,0.76,11.8,7,1156
16.0,101.0,0.9924,3.46,0.87,12.9,7,1157
22.0,54.0,0.99572,3.42,1.16,10.6,6,1158
11.0,37.0,0.99728,3.16,0.67,10.8,5,1159
6.0,20.0,0.99676,3.14,0.72,11.1,7,1160
12.0,21.0,0.99551,3.21,0.75,10.2,6,1161
12.0,19.0,0.99434,3.14,0.71,11.8,7,1162
10.0,21.0,0.99692,3.29,0.67,10.0,5,1163
10.0,21.0,0.99692,3.29,0.67,10.0,5,1164
15.0,38.0,0.99634,3.01,1.1,9.4,5,1165
7.0,60.0,0.99709,2.94,0.98,10.2,5,1166
29.0,48.0,0.99528,3.32,0.88,12.4,7,1167
8.0,44.0,0.99384,3.21,0.56,12.0,6,1168
5.0,14.0,0.99502,3.32,0.62,11.5,6,1169
5.0,12.0,0.99667,3.2,0.67,10.5,6,1170
26.0,44.0,0.99522,3.42,0.68,10.8,6,1171
5.0,16.0,0.99649,3.27,0.74,12.3,6,1172
26.0,65.0,0.99716,3.46,0.62,9.5,6,1173
26.0,65.0,0.99716,3.46,0.62,9.5,6,1174
48.0,59.0,0.99541,3.61,0.7,11.5,6,1175
23.0,47.0,0.99572,3.58,0.5,11.2,4,1176
6.0,11.0,0.99318,3.35,0.66,12.7,7,1177
17.0,78.0,0.99346,3.68,0.73,11.4,5,1178
11.0,47.0,0.99599,3.27,0.81,11.0,6,1179
11.0,47.0,0.99599,3.27,0.81,11.0,6,1180
5.0,11.0,0.99478,3.19,0.46,11.4,5,1181
41.0,54.0,0.99754,3.38,0.86,10.5,6,1182
16.0,61.0,0.99572,3.29,0.6,9.3,5,1183
11.0,119.0,0.99538,3.36,0.7,10.9,5,1184
6.0,39.0,0.99346,3.33,0.46,11.9,6,1185
6.0,12.0,0.9963,3.52,0.5,12.2,5,1186
6.0,39.0,0.99346,3.33,0.46,11.9,6,1187
11.0,119.0,0.99538,3.36,0.7,10.9,5,1188
5.0,19.0,0.99616,3.3,0.44,9.6,4,1189
6.0,20.0,0.99652,3.28,0.57,12.5,6,1190
6.0,12.0,0.99551,3.56,0.51,10.8,5,1191
11.0,41.0,0.99439,3.52,0.8,12.4,7,1192
6.0,12.0,0.99551,3.56,0.51,10.8,5,1193
15.0,64.0,0.99588,3.22,0.59,9.5,6,1194
21.0,56.0,0.99633,3.52,0.6,9.5,6,1195
23.0,94.0,0.99686,3.21,0.58,9.5,6,1196
4.0,9.0,0.99458,3.16,0.54,9.8,6,1197
19.0,77.0,0.9951,3.15,0.79,10.9,6,1198
23.0,94.0,0.99686,3.21,0.58,9.5,6,1199
4.0,9.0,0.99458,3.16,0.54,9.8,6,1200
5.0,10.0,0.99419,3.27,0.54,11.2,7,1201
6.0,12.0,0.99516,3.35,0.69,11.7,8,1202
33.0,76.0,0.99878,3.14,0.55,9.4,5,1203
24.0,44.0,0.99534,3.4,0.85,11.0,7,1204
24.0,44.0,0.99534,3.4,0.85,11.0,7,1205
24.0,44.0,0.99534,3.4,0.85,11.0,7,1206
24.0,52.0,0.99752,3.35,0.94,10.0,5,1207
24.0,44.0,0.99534,3.4,0.85,11.0,7,1208
14.0,24.0,0.99428,3.45,0.87,11.2,7,1209
8.0,15.0,0.99498,3.35,0.62,10.4,6,1210
22.0,53.0,0.9957,3.32,0.62,9.3,5,1211
8.0,15.0,0.99498,3.35,0.62,10.4,6,1212
5.0,13.0,0.99659,3.15,0.75,10.5,6,1213
6.0,9.0,0.99628,3.1,0.48,10.4,6,1214
20.0,29.0,0.99488,3.26,0.56,11.3,6,1215
10.0,79.0,0.99677,3.29,0.69,9.5,6,1216
43.0,74.0,0.99408,3.23,0.81,12.0,6,1217
8.0,24.0,0.996,3.24,0.69,10.6,6,1218
25.0,50.0,0.99478,3.2,0.83,10.9,6,1219
17.0,44.0,0.99734,3.28,0.77,11.5,6,1220
17.0,44.0,0.99734,3.28,0.77,11.5,6,1221
33.0,89.0,0.99678,3.26,0.46,9.6,6,1222
9.0,23.0,0.99638,3.23,0.76,12.0,6,1223
8.0,20.0,0.9992,3.07,0.82,10.3,6,1224
18.0,77.0,0.99922,3.15,0.51,9.4,5,1225
27.0,46.0,0.99592,3.02,0.47,9.2,5,1226
8.0,21.0,0.99769,3.27,0.72,9.6,5,1227
18.0,88.0,0.99157,3.68,0.73,13.6,7,1228
19.0,66.0,0.99718,3.4,0.64,9.5,5,1229
15.0,58.0,0.9947,3.37,0.78,11.8,6,1230
48.0,90.0,0.99621,3.38,0.62,10.8,5,1231
19.0,66.0,0.99718,3.4,0.64,9.5,5,1232
14.0,36.0,0.99614,3.23,0.49,9.3,4,1233
11.0,18.0,0.99242,3.39,0.4,12.8,6,1234
6.0,113.0,0.99572,3.3,0.56,11.5,4,1235
7.0,17.0,0.99659,3.26,0.64,9.4,6,1236
11.0,18.0,0.99242,3.39,0.4,12.8,6,1237
12.0,24.0,0.99798,3.38,0.46,9.6,4,1238
11.0,20.0,0.99488,3.45,0.56,11.8,4,1239
36.0,60.0,0.99494,3.1,0.4,9.3,5,1240
28.0,65.0,0.99729,3.16,0.59,9.8,5,1241
15.0,40.0,0.99414,3.22,0.6,12.2,6,1242
10.0,86.0,0.9983,3.37,0.62,9.5,5,1243
72.0,160.0,0.99721,3.33,0.54,10.3,6,1244
15.0,34.0,0.99655,3.49,0.68,10.5,5,1245
15.0,48.0,0.99502,3.12,0.48,10.0,5,1246
15.0,34.0,0.99655,3.49,0.68,10.5,5,1247
22.0,36.0,0.9949,3.41,0.75,11.1,6,1248
24.0,37.0,0.99514,3.4,0.61,10.9,6,1249
24.0,37.0,0.99514,3.4,0.61,10.9,6,1250
27.0,60.0,0.9963,3.28,0.59,9.8,5,1251
6.0,14.0,0.99627,3.45,0.58,9.8,5,1252
6.0,13.0,0.99569,3.43,0.58,9.5,5,1253
20.0,35.0,0.99628,3.4,0.69,10.9,5,1254
26.0,46.0,0.99358,3.47,0.45,11.0,5,1255
43.0,60.0,0.99499,3.1,0.42,9.2,5,1256
12.0,69.0,0.99633,3.32,0.7,11.0,6,1257
15.0,33.0,0.99538,3.44,0.63,11.3,6,1258
15.0,33.0,0.99538,3.44,0.63,11.3,6,1259
19.0,56.0,0.99632,3.02,1.15,9.3,5,1260
17.0,24.0,0.99437,3.59,0.55,11.2,4,1261
34.0,66.0,0.99726,3.15,0.58,9.8,5,1262
13.0,26.0,0.9978,3.37,0.46,9.6,4,1263
26.0,51.0,0.99456,3.38,0.72,11.8,6,1264
16.0,36.0,0.99564,3.38,0.6,10.3,6,1265
16.0,36.0,0.99564,3.38,0.6,10.3,6,1266
13.0,19.0,0.996,3.1,0.87,11.4,6,1267
21.0,51.0,0.99668,3.47,0.55,9.5,6,1268
28.0,87.0,0.9908,3.5,0.82,14.0,8,1269
26.0,60.0,0.99084,3.7,0.75,14.0,6,1270
24.0,64.0,0.9935,3.38,0.57,11.7,6,1271
25.0,44.0,0.99385,3.5,0.53,11.2,5,1272
34.0,44.0,0.99494,3.1,0.43,9.3,5,1273
17.0,36.0,0.9944,3.24,0.53,11.2,6,1274
13.0,81.0,0.99688,3.24,0.54,9.5,6,1275
3.0,10.0,0.99566,3.28,0.56,12.0,4,1276
3.0,10.0,0.99636,3.35,0.6,9.7,6,1277
13.0,81.0,0.99688,3.24,0.54,9.5,6,1278
3.0,9.0,0.9948,3.14,0.57,11.5,7,1279
28.0,54.0,0.9956,3.37,0.64,10.4,6,1280
28.0,54.0,0.9956,3.37,0.64,10.4,6,1281
9.0,22.0,0.99619,3.33,0.68,10.9,6,1282
17.0,69.0,0.99734,3.26,0.63,10.2,6,1283
18.0,36.0,0.99476,3.39,0.56,10.9,5,1284
20.0,47.0,0.99734,3.15,0.57,10.5,5,1285
17.0,31.0,0.99328,3.35,0.54,12.4,6,1286
3.0,7.0,0.99286,3.22,0.37,13.0,5,1287
20.0,110.0,0.99914,3.3,1.17,10.2,5,1288
20.0,110.0,0.99914,3.3,1.17,10.2,5,1289
6.0,12.0,0.99521,3.36,0.59,11.0,5,1290
25.0,60.0,0.99638,3.29,0.75,10.9,6,1291
14.0,28.0,0.99362,3.62,0.67,12.4,6,1292
6.0,12.0,0.99672,3.34,0.49,9.7,4,1293
25.0,60.0,0.99638,3.29,0.75,10.9,6,1294
51.0,77.5,0.99558,3.2,0.45,9.5,5,1295
51.0,77.5,0.99558,3.2,0.45,9.5,5,1296
15.0,29.0,0.99323,3.35,0.61,12.1,6,1297
11.0,18.0,0.99191,3.45,0.56,12.2,6,1298
5.0,9.0,0.99476,3.5,0.4,10.9,3,1299
15.0,28.0,0.99444,3.78,0.61,12.5,6,1300
20.0,57.0,0.99598,3.6,0.74,11.7,6,1301
4.0,15.0,0.99576,3.3,0.8,11.2,6,1302
28.0,68.0,0.99501,3.36,0.66,11.2,5,1303
21.0,68.0,0.9955,3.12,0.44,9.2,5,1304
24.0,88.0,0.99612,3.3,0.53,9.8,5,1305
22.0,91.0,0.9979,3.29,0.62,10.1,5,1306
15.0,29.0,0.99524,3.41,0.52,11.1,4,1307
22.0,91.0,0.9979,3.29,0.62,10.1,5,1308
27.0,63.0,0.996,3.28,0.61,9.2,5,1309
24.0,88.0,0.99612,3.3,0.53,9.8,5,1310
12.0,27.0,0.9929,3.33,0.59,12.8,6,1311
14.0,41.0,0.99532,3.34,0.47,10.5,5,1312
20.0,65.0,0.99558,3.4,0.54,10.1,6,1313
24.0,69.0,0.99556,3.4,0.53,10.1,6,1314
17.0,91.0,0.99616,3.26,0.58,9.8,6,1315
16.0,46.0,0.99258,4.01,0.59,12.5,6,1316
10.0,41.0,0.99638,3.18,0.69,11.9,6,1317
17.0,91.0,0.99616,3.26,0.58,9.8,6,1318
18.0,64.0,0.99652,2.9,1.33,9.1,6,1319
12.0,88.0,0.99796,3.26,0.66,10.1,5,1320
16.0,46.0,0.99258,4.01,0.59,12.5,6,1321
9.0,18.0,0.99392,3.18,0.55,11.4,5,1322
21.0,55.0,0.99495,3.18,0.82,11.0,7,1323
18.0,34.0,0.9948,3.39,0.6,10.6,6,1324
18.0,34.0,0.9948,3.39,0.6,10.6,6,1325
18.0,34.0,0.9948,3.39,0.6,10.6,6,1326
18.0,34.0,0.9948,3.39,0.6,10.6,6,1327
13.0,38.0,0.9955,3.34,0.52,9.3,5,1328
17.0,91.0,0.99616,3.29,0.56,9.8,6,1329
17.0,91.0,0.99616,3.29,0.56,9.8,6,1330
31.0,67.0,0.99668,3.26,0.46,9.2,5,1331
6.0,25.0,0.99581,3.09,0.43,9.7,6,1332
12.0,48.0,0.9976,3.18,0.51,9.6,5,1333
4.0,11.0,0.99608,3.39,0.52,10.0,5,1334
19.0,40.0,0.99387,3.38,0.66,12.6,6,1335
15.0,26.0,0.99448,3.36,0.45,9.5,5,1336
15.0,26.0,0.99448,3.36,0.45,9.5,5,1337
15.0,26.0,0.99448,3.36,0.45,9.5,5,1338
13.0,31.0,0.99538,3.36,0.54,10.5,6,1339
13.0,31.0,0.99538,3.36,0.54,10.5,6,1340
13.0,31.0,0.99538,3.36,0.54,10.5,6,1341
17.0,31.0,0.99589,3.37,0.51,10.4,6,1342
13.0,31.0,0.99538,3.36,0.54,10.5,6,1343
8.0,20.0,0.99852,3.09,0.53,11.0,5,1344
10.0,28.0,0.99613,3.25,0.53,10.2,6,1345
5.0,13.0,0.99472,3.52,0.56,11.4,5,1346
7.0,12.0,0.99587,3.34,0.39,9.5,5,1347
7.0,12.0,0.99587,3.34,0.39,9.5,5,1348
21.0,41.0,0.99518,3.41,0.52,10.8,5,1349
32.0,73.0,0.99654,3.34,0.57,10.0,5,1350
8.0,46.0,0.99332,3.32,0.51,11.8,6,1351
14.0,57.0,0.9969,3.37,0.46,10.3,5,1352
14.0,57.0,0.9969,3.37,0.46,10.3,5,1353
7.0,28.0,0.99568,3.35,0.52,10.0,5,1354
5.0,32.0,0.99464,3.36,0.44,10.1,5,1355
4.0,28.0,0.99464,3.36,0.44,10.1,5,1356
27.0,67.0,0.99648,3.6,0.59,11.1,6,1357
52.0,98.0,0.99736,3.28,0.5,9.5,5,1358
6.0,28.0,0.99704,3.07,0.65,10.0333333333333,6,1359
11.0,38.0,0.99699,3.24,0.56,10.9,5,1360
13.0,54.0,0.99724,3.36,0.54,10.1,5,1361
6.0,28.0,0.99704,3.07,0.65,10.0333333333333,6,1362
11.0,63.0,0.99652,3.29,0.48,9.8,4,1363
10.0,31.0,0.995,3.46,0.53,11.8,6,1364
10.0,42.0,0.9971,3.18,0.62,9.5,5,1365
10.0,45.0,0.99576,3.24,0.5,9.8,5,1366
9.0,105.0,0.99725,3.25,1.18,10.5,6,1367
16.0,74.0,0.99656,3.27,0.5,9.8,6,1368
4.0,8.0,0.99396,3.33,0.37,10.4,4,1369
12.0,66.0,0.99623,3.0,1.17,9.2,5,1370
5.0,14.0,0.99476,3.21,1.03,11.6,6,1371
12.0,66.0,0.99623,3.0,1.17,9.2,5,1372
34.0,89.0,0.99664,3.24,0.45,9.3,5,1373
16.0,29.0,0.99471,3.32,0.51,9.8,3,1374
13.0,100.0,0.99586,3.26,0.52,9.9,5,1375
7.0,31.0,0.9946,3.11,0.46,10.0,5,1376
23.0,74.0,0.9953,3.71,0.62,12.2,6,1377
10.0,28.0,0.99609,3.29,0.51,9.9,6,1378
11.0,35.0,0.99557,3.36,0.62,10.8,6,1379
11.0,35.0,0.99557,3.36,0.62,10.8,6,1380
4.0,25.0,0.99534,3.38,0.45,9.6,5,1381
25.0,105.0,0.99613,3.3,0.49,9.9,5,1382
25.0,105.0,0.99613,3.3,0.49,9.9,5,1383
20.0,84.0,0.99593,3.19,0.5,9.5,5,1384
34.0,85.0,0.99668,3.19,0.42,9.2,5,1385
8.0,23.0,0.9961,3.3,0.58,9.6,5,1386
8.0,23.0,0.9961,3.3,0.58,9.6,5,1387
7.0,49.0,0.99718,3.35,0.68,10.3,5,1388
36.0,111.0,0.99524,3.1,0.53,9.7,5,1389
15.0,33.0,0.99292,3.58,0.59,12.5,6,1390
5.0,33.0,0.99612,3.37,0.58,11.0,5,1391
5.0,12.0,0.9942,3.17,0.48,9.8,5,1392
19.0,59.0,0.99612,3.3,0.48,10.2,5,1393
27.0,73.0,0.99669,3.32,0.48,9.2,5,1394
3.0,12.0,0.99745,3.31,0.65,9.55,6,1395
4.0,11.0,0.99745,3.31,0.65,9.55,5,1396
17.0,104.0,0.99584,3.28,0.52,9.9,5,1397
13.0,28.0,0.9966,3.52,0.62,10.2,7,1398
10.0,24.0,0.9956,3.42,0.72,11.1,6,1399
33.0,141.0,0.9962,3.25,0.51,9.9,5,1400
33.0,141.0,0.9962,3.25,0.51,9.9,5,1401
6.0,24.0,0.9963,3.44,0.82,11.9,6,1402
3.0,13.0,0.996,3.23,1.1,10.0,8,1403
12.0,46.0,0.9985,3.43,0.62,10.7,6,1404
18.0,34.0,0.9952,3.28,0.9,11.3,7,1405
8.0,22.0,0.9974,3.22,0.94,10.9,6,1406
40.0,54.0,0.995,3.54,0.93,10.7,6,1407
35.0,53.0,0.995,3.27,1.01,12.4,7,1408
40.0,54.0,0.995,3.54,0.93,10.7,6,1409
5.0,16.0,0.9936,3.5,0.44,11.9,6,1410
8.0,19.0,0.9963,3.56,0.73,10.6,6,1411
8.0,22.0,0.9974,3.22,0.94,10.9,6,1412
12.0,89.0,0.9963,3.04,0.9,10.1,5,1413
3.0,15.0,0.9994,3.2,0.78,9.6,5,1414
8.0,18.0,0.9966,3.56,0.84,9.4,5,1415
3.0,15.0,0.9994,3.2,0.78,9.6,5,1416
21.0,37.0,0.9952,3.35,0.77,12.1,7,1417
3.0,19.0,0.995,3.16,0.46,9.8,5,1418
32.0,133.0,0.9956,3.27,0.45,9.9,5,1419
3.0,19.0,0.995,3.16,0.46,9.8,5,1420
24.0,58.0,0.9965,3.34,0.58,9.4,5,1421
39.0,55.0,0.9956,3.39,0.84,11.4,6,1422
14.0,31.0,0.9968,3.5,0.67,11.0,4,1423
8.0,23.0,0.9974,3.26,0.7,9.6,6,1424
8.0,23.0,0.9974,3.26,0.7,9.6,6,1425
23.0,60.0,0.9971,3.41,0.71,12.1,6,1426
6.0,23.0,0.9957,3.3,0.58,11.2,5,1427
27.0,55.0,0.9962,3.31,0.63,11.0,5,1428
